sentiment,text,cleaned_text,tokenized_text,POS tagged,Lemma
Positive,I appreciate the level of expertise and knowledge the doctors and nurses brought to my care.,appreciate level expertise knowledge doctors nurses brought care,"['appreciate', 'level', 'expertise', 'knowledge', 'doctors', 'nurses', 'brought', 'care']","[('appreciate', 'a'), ('level', 'n'), ('expertise', 'n'), ('knowledge', 'n'), ('doctors', 'n'), ('nurses', 'v'), ('brought', None), ('care', 'n')]",  appreciate level expertise knowledge doctor nurse brought care
Positive,The staff at this hospital always made me feel like they had my best interests at heart and were working towards my well-being.,staff hospital always made feel like best interests heart working towards well,"['staff', 'hospital', 'always', 'made', 'feel', 'like', 'best', 'interests', 'heart', 'working', 'towards', 'well']","[('staff', 'n'), ('hospital', 'n'), ('always', 'r'), ('made', 'v'), ('feel', 'n'), ('like', None), ('best', 'a'), ('interests', 'n'), ('heart', 'n'), ('working', 'v'), ('towards', 'n'), ('well', 'r')]",  staff hospital always make feel like best interest heart work towards well
Positive,I was impressed with the level of compassion and empathy the staff at this hospital had towards their patients.,impressed level compassion empathy staff hospital towards patients,"['impressed', 'level', 'compassion', 'empathy', 'staff', 'hospital', 'towards', 'patients']","[('impressed', 'a'), ('level', 'n'), ('compassion', 'n'), ('empathy', 'a'), ('staff', 'n'), ('hospital', 'n'), ('towards', 'n'), ('patients', 'n')]",  impressed level compassion empathy staff hospital towards patient
Positive,Thank you to everyone at this hospital for their dedication to providing personalized and compassionate medical care.,thank everyone hospital dedication providing personalized compassionate medical care,"['thank', 'everyone', 'hospital', 'dedication', 'providing', 'personalized', 'compassionate', 'medical', 'care']","[('thank', 'n'), ('everyone', 'n'), ('hospital', 'n'), ('dedication', 'n'), ('providing', 'v'), ('personalized', 'a'), ('compassionate', 'n'), ('medical', 'a'), ('care', 'n')]",  thank everyone hospital dedication provide personalized compassionate medical care
Positive,I felt like the staff at this hospital truly understood the importance of communication in healthcare.,felt like staff hospital truly understood importance communication healthcare,"['felt', 'like', 'staff', 'hospital', 'truly', 'understood', 'importance', 'communication', 'healthcare']","[('felt', 'n'), ('like', None), ('staff', 'n'), ('hospital', 'n'), ('truly', 'r'), ('understood', 'a'), ('importance', 'n'), ('communication', 'n'), ('healthcare', 'n')]",  felt like staff hospital truly understood importance communication healthcare
Positive,The doctors and nurses were always so patient and took the time to answer my questions and address my concerns.,doctors nurses always patient took time answer questions address concerns,"['doctors', 'nurses', 'always', 'patient', 'took', 'time', 'answer', 'questions', 'address', 'concerns']","[('doctors', 'n'), ('nurses', 'n'), ('always', 'r'), ('patient', 'v'), ('took', 'v'), ('time', 'n'), ('answer', 'n'), ('questions', 'n'), ('address', 'v'), ('concerns', 'n')]",  doctor nurse always patient take time answer question address concern
Positive,I appreciate the level of support and encouragement I received from the staff at this hospital.,appreciate level support encouragement received staff hospital,"['appreciate', 'level', 'support', 'encouragement', 'received', 'staff', 'hospital']","[('appreciate', 'n'), ('level', 'n'), ('support', 'n'), ('encouragement', 'n'), ('received', 'v'), ('staff', 'n'), ('hospital', 'n')]",  appreciate level support encouragement receive staff hospital
Positive,The staff at this hospital always made me feel like they were there for me whenever I needed them.,staff hospital always made feel like whenever needed,"['staff', 'hospital', 'always', 'made', 'feel', 'like', 'whenever', 'needed']","[('staff', 'n'), ('hospital', 'n'), ('always', 'r'), ('made', 'v'), ('feel', 'n'), ('like', None), ('whenever', 'n'), ('needed', 'v')]",  staff hospital always make feel like whenever need
Positive,I was impressed with the level of attention to detail and thoroughness of my care plan at this hospital.,impressed level attention detail thoroughness care plan hospital,"['impressed', 'level', 'attention', 'detail', 'thoroughness', 'care', 'plan', 'hospital']","[('impressed', 'a'), ('level', 'n'), ('attention', 'n'), ('detail', 'n'), ('thoroughness', 'n'), ('care', 'n'), ('plan', 'n'), ('hospital', 'n')]",  impressed level attention detail thoroughness care plan hospital
Positive,The pharmacy team was able to provide me with alternative medication options when my first choice was not suitable for me.,pharmacy team able provide alternative medication options first choice suitable,"['pharmacy', 'team', 'able', 'provide', 'alternative', 'medication', 'options', 'first', 'choice', 'suitable']","[('pharmacy', 'n'), ('team', 'n'), ('able', 'a'), ('provide', 'r'), ('alternative', 'a'), ('medication', 'n'), ('options', 'n'), ('first', 'a'), ('choice', 'n'), ('suitable', 'n')]",  pharmacy team able provide alternative medication option first choice suitable
Positive,Thank you to everyone at this hospital for their commitment to providing outstanding medical care and support.,thank everyone hospital commitment providing outstanding medical care support,"['thank', 'everyone', 'hospital', 'commitment', 'providing', 'outstanding', 'medical', 'care', 'support']","[('thank', 'n'), ('everyone', 'n'), ('hospital', 'n'), ('commitment', 'n'), ('providing', 'v'), ('outstanding', 'a'), ('medical', 'a'), ('care', 'n'), ('support', 'n')]",  thank everyone hospital commitment provide outstanding medical care support
Positive,I felt like the medical team at this hospital truly cared about my individual needs and circumstances.,felt like medical team hospital truly cared individual needs circumstances,"['felt', 'like', 'medical', 'team', 'hospital', 'truly', 'cared', 'individual', 'needs', 'circumstances']","[('felt', 'n'), ('like', None), ('medical', 'a'), ('team', 'n'), ('hospital', 'n'), ('truly', 'r'), ('cared', 'v'), ('individual', 'a'), ('needs', 'n'), ('circumstances', 'n')]",  felt like medical team hospital truly care individual need circumstance
Positive,The nurses were always so attentive and made sure I was comfortable and well-cared for during my stay.,nurses always attentive made sure comfortable well cared stay,"['nurses', 'always', 'attentive', 'made', 'sure', 'comfortable', 'well', 'cared', 'stay']","[('nurses', 'n'), ('always', 'r'), ('attentive', 'v'), ('made', 'v'), ('sure', 'a'), ('comfortable', 'a'), ('well', 'r'), ('cared', 'v'), ('stay', 'n')]",  nurse always attentive make sure comfortable well care stay
Positive,I appreciate the level of collaboration and coordination between the different departments at this hospital.,appreciate level collaboration coordination different departments hospital,"['appreciate', 'level', 'collaboration', 'coordination', 'different', 'departments', 'hospital']","[('appreciate', 'a'), ('level', 'n'), ('collaboration', 'n'), ('coordination', 'n'), ('different', 'a'), ('departments', 'n'), ('hospital', 'n')]",  appreciate level collaboration coordination different department hospital
Positive,The staff at this hospital always made me feel like they were working towards my recovery and well-being as a team.,staff hospital always made feel like working towards recovery well team,"['staff', 'hospital', 'always', 'made', 'feel', 'like', 'working', 'towards', 'recovery', 'well', 'team']","[('staff', 'n'), ('hospital', 'n'), ('always', 'r'), ('made', 'v'), ('feel', 'n'), ('like', None), ('working', 'v'), ('towards', 'n'), ('recovery', 'n'), ('well', 'r'), ('team', 'n')]",  staff hospital always make feel like work towards recovery well team
Positive,I was impressed with the level of expertise and experience the medical staff had in their respective fields.,impressed level expertise experience medical staff respective fields,"['impressed', 'level', 'expertise', 'experience', 'medical', 'staff', 'respective', 'fields']","[('impressed', 'a'), ('level', 'n'), ('expertise', 'n'), ('experience', 'n'), ('medical', 'a'), ('staff', 'n'), ('respective', 'a'), ('fields', 'n')]",  impressed level expertise experience medical staff respective field
Positive,The pharmacy team was able to provide me with information about how to properly take my medication and what to expect.,pharmacy team able provide information properly take medication expect,"['pharmacy', 'team', 'able', 'provide', 'information', 'properly', 'take', 'medication', 'expect']","[('pharmacy', 'n'), ('team', 'n'), ('able', 'a'), ('provide', 'n'), ('information', 'n'), ('properly', 'r'), ('take', 'v'), ('medication', 'n'), ('expect', 'v')]",  pharmacy team able provide information properly take medication expect
Positive,Thank you to everyone at this hospital for their dedication to providing exceptional medical care and support to their patients.,thank everyone hospital dedication providing exceptional medical care support patients,"['thank', 'everyone', 'hospital', 'dedication', 'providing', 'exceptional', 'medical', 'care', 'support', 'patients']","[('thank', 'n'), ('everyone', 'n'), ('hospital', 'n'), ('dedication', 'n'), ('providing', 'v'), ('exceptional', 'a'), ('medical', 'a'), ('care', 'n'), ('support', 'n'), ('patients', 'n')]",  thank everyone hospital dedication provide exceptional medical care support patient
Positive,I felt like the staff at this hospital truly went above and beyond to make me feel comfortable and at ease during my stay.,felt like staff hospital truly went beyond make feel comfortable ease stay,"['felt', 'like', 'staff', 'hospital', 'truly', 'went', 'beyond', 'make', 'feel', 'comfortable', 'ease', 'stay']","[('felt', 'n'), ('like', None), ('staff', 'n'), ('hospital', 'n'), ('truly', 'r'), ('went', 'v'), ('beyond', None), ('make', 'n'), ('feel', 'n'), ('comfortable', 'a'), ('ease', 'n'), ('stay', 'n')]",  felt like staff hospital truly go beyond make feel comfortable ease stay
Positive,The doctors and nurses were always so kind and made me feel like I was in good hands.,doctors nurses always kind made feel like good hands,"['doctors', 'nurses', 'always', 'kind', 'made', 'feel', 'like', 'good', 'hands']","[('doctors', 'n'), ('nurses', 'v'), ('always', 'r'), ('kind', 'n'), ('made', 'v'), ('feel', 'n'), ('like', None), ('good', 'a'), ('hands', 'n')]",  doctor nurse always kind make feel like good hand
Positive,I appreciate the level of dedication and professionalism the staff at this hospital exhibited in their work.,appreciate level dedication professionalism staff hospital exhibited work,"['appreciate', 'level', 'dedication', 'professionalism', 'staff', 'hospital', 'exhibited', 'work']","[('appreciate', 'a'), ('level', 'n'), ('dedication', 'n'), ('professionalism', 'n'), ('staff', 'n'), ('hospital', 'n'), ('exhibited', 'v'), ('work', 'n')]",  appreciate level dedication professionalism staff hospital exhibit work
Positive,The staff at this hospital always made me feel like I was a priority and that my needs were being met.,staff hospital always made feel like priority needs met,"['staff', 'hospital', 'always', 'made', 'feel', 'like', 'priority', 'needs', 'met']","[('staff', 'n'), ('hospital', 'n'), ('always', 'r'), ('made', 'v'), ('feel', 'n'), ('like', None), ('priority', 'n'), ('needs', 'n'), ('met', 'v')]",  staff hospital always make feel like priority need meet
Positive,I was impressed with the level of innovation and advanced technology used in my care at this hospital.,impressed level innovation advanced technology used care hospital,"['impressed', 'level', 'innovation', 'advanced', 'technology', 'used', 'care', 'hospital']","[('impressed', 'a'), ('level', 'n'), ('innovation', 'n'), ('advanced', 'v'), ('technology', 'n'), ('used', 'v'), ('care', 'n'), ('hospital', 'n')]",  impressed level innovation advance technology use care hospital
Positive,"The medical team at this hospital was able to accurately diagnose and treat my condition, which I am very grateful for.",medical team hospital able accurately diagnose treat condition grateful,"['medical', 'team', 'hospital', 'able', 'accurately', 'diagnose', 'treat', 'condition', 'grateful']","[('medical', 'a'), ('team', 'n'), ('hospital', 'n'), ('able', 'a'), ('accurately', 'r'), ('diagnose', 'a'), ('treat', 'n'), ('condition', 'n'), ('grateful', 'n')]",  medical team hospital able accurately diagnose treat condition grateful
Positive,The nurses were always so attentive and made sure that all of my needs were being met.,nurses always attentive made sure needs met,"['nurses', 'always', 'attentive', 'made', 'sure', 'needs', 'met']","[('nurses', 'n'), ('always', 'r'), ('attentive', 'v'), ('made', 'v'), ('sure', 'a'), ('needs', 'n'), ('met', 'v')]",  nurse always attentive make sure need meet
Positive,I appreciate the level of transparency and communication between the staff and myself about my care plan.,appreciate level transparency communication staff care plan,"['appreciate', 'level', 'transparency', 'communication', 'staff', 'care', 'plan']","[('appreciate', 'a'), ('level', 'n'), ('transparency', 'n'), ('communication', 'n'), ('staff', 'n'), ('care', 'n'), ('plan', 'n')]",  appreciate level transparency communication staff care plan
Positive,"The staff at this hospital always treated me with respect and dignity, which made me feel more comfortable during my stay.",staff hospital always treated respect dignity made feel comfortable stay,"['staff', 'hospital', 'always', 'treated', 'respect', 'dignity', 'made', 'feel', 'comfortable', 'stay']","[('staff', 'n'), ('hospital', 'n'), ('always', 'r'), ('treated', 'v'), ('respect', 'a'), ('dignity', 'n'), ('made', 'v'), ('feel', 'n'), ('comfortable', 'a'), ('stay', 'n')]",  staff hospital always treat respect dignity make feel comfortable stay
Positive,I was impressed with the level of expertise and knowledge the staff at this hospital had in their respective fields.,impressed level expertise knowledge staff hospital respective fields,"['impressed', 'level', 'expertise', 'knowledge', 'staff', 'hospital', 'respective', 'fields']","[('impressed', 'a'), ('level', 'n'), ('expertise', 'n'), ('knowledge', 'n'), ('staff', 'n'), ('hospital', 'n'), ('respective', 'n'), ('fields', 'n')]",  impressed level expertise knowledge staff hospital respective field
Positive,I felt like the staff at this hospital truly cared about my well-being and were invested in my recovery.,felt like staff hospital truly cared well invested recovery,"['felt', 'like', 'staff', 'hospital', 'truly', 'cared', 'well', 'invested', 'recovery']","[('felt', 'n'), ('like', None), ('staff', 'n'), ('hospital', 'n'), ('truly', 'n'), ('cared', 'v'), ('well', 'r'), ('invested', 'v'), ('recovery', 'n')]",  felt like staff hospital truly care well invest recovery
Positive,The doctors and nurses were always so compassionate and made me feel like they were there for me whenever I needed them.,doctors nurses always compassionate made feel like whenever needed,"['doctors', 'nurses', 'always', 'compassionate', 'made', 'feel', 'like', 'whenever', 'needed']","[('doctors', 'n'), ('nurses', 'n'), ('always', 'r'), ('compassionate', 'v'), ('made', 'v'), ('feel', 'n'), ('like', None), ('whenever', 'n'), ('needed', 'v')]",  doctor nurse always compassionate make feel like whenever need
Positive,The staff at this hospital always made me feel like I was in good hands and that my health was their top priority.,staff hospital always made feel like good hands health top priority,"['staff', 'hospital', 'always', 'made', 'feel', 'like', 'good', 'hands', 'health', 'top', 'priority']","[('staff', 'n'), ('hospital', 'n'), ('always', 'r'), ('made', 'v'), ('feel', 'n'), ('like', None), ('good', 'a'), ('hands', 'n'), ('health', 'n'), ('top', 'n'), ('priority', 'n')]",  staff hospital always make feel like good hand health top priority
Positive,I was impressed with the level of organization and efficiency throughout the hospital.,impressed level organization efficiency throughout hospital,"['impressed', 'level', 'organization', 'efficiency', 'throughout', 'hospital']","[('impressed', 'a'), ('level', 'n'), ('organization', 'n'), ('efficiency', 'n'), ('throughout', None), ('hospital', 'n')]",  impressed level organization efficiency throughout hospital
Positive,The pharmacy team was able to provide me with information about how to manage any potential side effects from my medication.,pharmacy team able provide information manage potential side effects medication,"['pharmacy', 'team', 'able', 'provide', 'information', 'manage', 'potential', 'side', 'effects', 'medication']","[('pharmacy', 'n'), ('team', 'n'), ('able', 'a'), ('provide', 'n'), ('information', 'n'), ('manage', 'n'), ('potential', 'a'), ('side', 'n'), ('effects', 'n'), ('medication', 'n')]",  pharmacy team able provide information manage potential side effect medication
Positive,I felt like the staff at this hospital was always available and willing to help with any questions or concerns I had.,felt like staff hospital always available willing help questions concerns,"['felt', 'like', 'staff', 'hospital', 'always', 'available', 'willing', 'help', 'questions', 'concerns']","[('felt', 'n'), ('like', None), ('staff', 'n'), ('hospital', 'n'), ('always', 'r'), ('available', 'a'), ('willing', 'a'), ('help', 'n'), ('questions', 'n'), ('concerns', 'n')]",  felt like staff hospital always available willing help question concern
Positive,"The doctors and nurses were always so thorough in their assessments and explanations, which made me feel more confident in my care.",doctors nurses always thorough assessments explanations made feel confident care,"['doctors', 'nurses', 'always', 'thorough', 'assessments', 'explanations', 'made', 'feel', 'confident', 'care']","[('doctors', 'n'), ('nurses', 'n'), ('always', 'r'), ('thorough', None), ('assessments', 'n'), ('explanations', 'n'), ('made', 'v'), ('feel', 'n'), ('confident', 'a'), ('care', 'n')]",  doctor nurse always thorough assessment explanation make feel confident care
Positive,I appreciate the level of empathy and understanding the staff at this hospital exhibited towards their patients.,appreciate level empathy understanding staff hospital exhibited towards patients,"['appreciate', 'level', 'empathy', 'understanding', 'staff', 'hospital', 'exhibited', 'towards', 'patients']","[('appreciate', 'a'), ('level', 'n'), ('empathy', 'a'), ('understanding', 'a'), ('staff', 'n'), ('hospital', 'n'), ('exhibited', 'v'), ('towards', 'n'), ('patients', 'n')]",  appreciate level empathy understanding staff hospital exhibit towards patient
Positive,The staff at this hospital always made me feel like I was a valued member of their community and not just another patient.,staff hospital always made feel like valued member community another patient,"['staff', 'hospital', 'always', 'made', 'feel', 'like', 'valued', 'member', 'community', 'another', 'patient']","[('staff', 'n'), ('hospital', 'n'), ('always', 'r'), ('made', 'v'), ('feel', 'n'), ('like', None), ('valued', 'v'), ('member', 'n'), ('community', 'n'), ('another', None), ('patient', 'n')]",  staff hospital always make feel like value member community another patient
Positive,I was impressed with the level of care and attention to detail that went into my treatment plan.,impressed level care attention detail went treatment plan,"['impressed', 'level', 'care', 'attention', 'detail', 'went', 'treatment', 'plan']","[('impressed', 'a'), ('level', 'n'), ('care', 'n'), ('attention', 'n'), ('detail', 'n'), ('went', 'v'), ('treatment', 'n'), ('plan', 'n')]",  impressed level care attention detail go treatment plan
Positive,The pharmacy team was able to provide me with information about how to properly store and dispose of my medication.,pharmacy team able provide information properly store dispose medication,"['pharmacy', 'team', 'able', 'provide', 'information', 'properly', 'store', 'dispose', 'medication']","[('pharmacy', 'n'), ('team', 'n'), ('able', 'a'), ('provide', 'n'), ('information', 'n'), ('properly', 'r'), ('store', 'n'), ('dispose', 'a'), ('medication', 'n')]",  pharmacy team able provide information properly store dispose medication
Positive,Thank you to everyone at this hospital for their commitment to providing compassionate and high-quality medical care.,thank everyone hospital commitment providing compassionate high quality medical care,"['thank', 'everyone', 'hospital', 'commitment', 'providing', 'compassionate', 'high', 'quality', 'medical', 'care']","[('thank', 'n'), ('everyone', 'n'), ('hospital', 'n'), ('commitment', 'n'), ('providing', 'v'), ('compassionate', 'n'), ('high', 'a'), ('quality', 'n'), ('medical', 'a'), ('care', 'n')]",  thank everyone hospital commitment provide compassionate high quality medical care
Positive,I felt like the staff at this hospital truly understood the impact that their work has on the lives of their patients.,felt like staff hospital truly understood impact work lives patients,"['felt', 'like', 'staff', 'hospital', 'truly', 'understood', 'impact', 'work', 'lives', 'patients']","[('felt', 'n'), ('like', None), ('staff', 'n'), ('hospital', 'n'), ('truly', 'r'), ('understood', 'a'), ('impact', 'n'), ('work', 'n'), ('lives', 'v'), ('patients', 'n')]",  felt like staff hospital truly understood impact work live patient
Positive,The doctors and nurses were always so respectful and courteous in their interactions with me and my family.,doctors nurses always respectful courteous interactions family,"['doctors', 'nurses', 'always', 'respectful', 'courteous', 'interactions', 'family']","[('doctors', 'n'), ('nurses', 'n'), ('always', 'r'), ('respectful', 'v'), ('courteous', 'a'), ('interactions', 'n'), ('family', 'n')]",  doctor nurse always respectful courteous interaction family
Positive,I appreciate the level of collaboration and teamwork between the different departments at this hospital.,appreciate level collaboration teamwork different departments hospital,"['appreciate', 'level', 'collaboration', 'teamwork', 'different', 'departments', 'hospital']","[('appreciate', 'a'), ('level', 'n'), ('collaboration', 'n'), ('teamwork', 'n'), ('different', 'a'), ('departments', 'n'), ('hospital', 'n')]",  appreciate level collaboration teamwork different department hospital
Positive,The staff at this hospital always made sure that I was comfortable and had everything I needed during my stay.,staff hospital always made sure comfortable everything needed stay,"['staff', 'hospital', 'always', 'made', 'sure', 'comfortable', 'everything', 'needed', 'stay']","[('staff', 'n'), ('hospital', 'n'), ('always', 'r'), ('made', 'v'), ('sure', 'a'), ('comfortable', 'a'), ('everything', 'n'), ('needed', 'v'), ('stay', 'n')]",  staff hospital always make sure comfortable everything need stay
Positive,I was impressed with the level of knowledge and expertise the medical staff had in treating my condition.,impressed level knowledge expertise medical staff treating condition,"['impressed', 'level', 'knowledge', 'expertise', 'medical', 'staff', 'treating', 'condition']","[('impressed', 'a'), ('level', 'n'), ('knowledge', 'n'), ('expertise', 'r'), ('medical', 'a'), ('staff', 'n'), ('treating', 'v'), ('condition', 'n')]",  impressed level knowledge expertise medical staff treat condition
Positive,Thank you to everyone at this hospital for their dedication to providing outstanding medical care and support to their patients.,thank everyone hospital dedication providing outstanding medical care support patients,"['thank', 'everyone', 'hospital', 'dedication', 'providing', 'outstanding', 'medical', 'care', 'support', 'patients']","[('thank', 'n'), ('everyone', 'n'), ('hospital', 'n'), ('dedication', 'n'), ('providing', 'v'), ('outstanding', 'a'), ('medical', 'a'), ('care', 'n'), ('support', 'n'), ('patients', 'n')]",  thank everyone hospital dedication provide outstanding medical care support patient
Positive,The nurses were always so attentive and made sure that I was comfortable and well-cared for during my stay.,nurses always attentive made sure comfortable well cared stay,"['nurses', 'always', 'attentive', 'made', 'sure', 'comfortable', 'well', 'cared', 'stay']","[('nurses', 'n'), ('always', 'r'), ('attentive', 'v'), ('made', 'v'), ('sure', 'a'), ('comfortable', 'a'), ('well', 'r'), ('cared', 'v'), ('stay', 'n')]",  nurse always attentive make sure comfortable well care stay
Positive,I appreciate the level of communication and transparency between the staff and myself about my care plan.,appreciate level communication transparency staff care plan,"['appreciate', 'level', 'communication', 'transparency', 'staff', 'care', 'plan']","[('appreciate', 'a'), ('level', 'n'), ('communication', 'n'), ('transparency', 'n'), ('staff', 'n'), ('care', 'n'), ('plan', 'n')]",  appreciate level communication transparency staff care plan
Positive,The doctors and nurses were always so thorough in explaining my diagnosis and treatment options to me.,doctors nurses always thorough explaining diagnosis treatment options,"['doctors', 'nurses', 'always', 'thorough', 'explaining', 'diagnosis', 'treatment', 'options']","[('doctors', 'n'), ('nurses', 'n'), ('always', 'r'), ('thorough', None), ('explaining', 'v'), ('diagnosis', 'n'), ('treatment', 'n'), ('options', 'n')]",  doctor nurse always thorough explain diagnosis treatment option
Positive,I felt like the staff at this hospital went above and beyond to make sure that my needs were being met.,felt like staff hospital went beyond make sure needs met,"['felt', 'like', 'staff', 'hospital', 'went', 'beyond', 'make', 'sure', 'needs', 'met']","[('felt', 'n'), ('like', None), ('staff', 'n'), ('hospital', 'n'), ('went', 'v'), ('beyond', None), ('make', 'a'), ('sure', 'a'), ('needs', 'n'), ('met', 'v')]",  felt like staff hospital go beyond make sure need meet
Positive,The pharmacy team was able to provide me with information about any potential side effects or interactions with my medication.,pharmacy team able provide information potential side effects interactions medication,"['pharmacy', 'team', 'able', 'provide', 'information', 'potential', 'side', 'effects', 'interactions', 'medication']","[('pharmacy', 'n'), ('team', 'n'), ('able', 'a'), ('provide', 'n'), ('information', 'n'), ('potential', 'a'), ('side', 'n'), ('effects', 'n'), ('interactions', 'n'), ('medication', 'n')]",  pharmacy team able provide information potential side effect interaction medication
Positive,Thank you to everyone at this hospital for their commitment to providing exceptional medical care and support to their patients.,thank everyone hospital commitment providing exceptional medical care support patients,"['thank', 'everyone', 'hospital', 'commitment', 'providing', 'exceptional', 'medical', 'care', 'support', 'patients']","[('thank', 'n'), ('everyone', 'n'), ('hospital', 'n'), ('commitment', 'n'), ('providing', 'v'), ('exceptional', 'a'), ('medical', 'a'), ('care', 'n'), ('support', 'n'), ('patients', 'n')]",  thank everyone hospital commitment provide exceptional medical care support patient
Positive,I was impressed with the level of professionalism and expertise the staff at this hospital exhibited.,impressed level professionalism expertise staff hospital exhibited,"['impressed', 'level', 'professionalism', 'expertise', 'staff', 'hospital', 'exhibited']","[('impressed', 'a'), ('level', 'n'), ('professionalism', 'n'), ('expertise', 'n'), ('staff', 'n'), ('hospital', 'n'), ('exhibited', 'v')]",  impressed level professionalism expertise staff hospital exhibit
Positive,"The doctors and nurses were always so kind and patient with me, even when I was feeling frustrated or scared.",doctors nurses always kind patient even feeling frustrated scared,"['doctors', 'nurses', 'always', 'kind', 'patient', 'even', 'feeling', 'frustrated', 'scared']","[('doctors', 'n'), ('nurses', 'v'), ('always', 'r'), ('kind', 'n'), ('patient', 'a'), ('even', 'r'), ('feeling', 'v'), ('frustrated', 'v'), ('scared', 'v')]",  doctor nurse always kind patient even feel frustrate scar
Positive,I appreciate the level of care and attention that went into creating a treatment plan tailored specifically to my needs.,appreciate level care attention went creating treatment plan tailored specifically needs,"['appreciate', 'level', 'care', 'attention', 'went', 'creating', 'treatment', 'plan', 'tailored', 'specifically', 'needs']","[('appreciate', 'n'), ('level', 'n'), ('care', 'n'), ('attention', 'n'), ('went', 'v'), ('creating', 'v'), ('treatment', 'n'), ('plan', 'n'), ('tailored', 'v'), ('specifically', 'r'), ('needs', 'n')]",  appreciate level care attention go create treatment plan tailor specifically need
Positive,I was impressed with the level of resources and technology available at this hospital to support patient care.,impressed level resources technology available hospital support patient care,"['impressed', 'level', 'resources', 'technology', 'available', 'hospital', 'support', 'patient', 'care']","[('impressed', 'a'), ('level', 'n'), ('resources', 'n'), ('technology', 'n'), ('available', 'a'), ('hospital', 'a'), ('support', 'n'), ('patient', 'n'), ('care', 'n')]",  impressed level resource technology available hospital support patient care
Positive,The pharmacy team was able to provide me with information about how to properly store and administer my medication.,pharmacy team able provide information properly store administer medication,"['pharmacy', 'team', 'able', 'provide', 'information', 'properly', 'store', 'administer', 'medication']","[('pharmacy', 'n'), ('team', 'n'), ('able', 'a'), ('provide', 'n'), ('information', 'n'), ('properly', 'r'), ('store', 'n'), ('administer', 'n'), ('medication', 'n')]",  pharmacy team able provide information properly store administer medication
Positive,"I felt like the staff at this hospital truly understood the importance of treating not just the illness, but the whole person.",felt like staff hospital truly understood importance treating illness whole person,"['felt', 'like', 'staff', 'hospital', 'truly', 'understood', 'importance', 'treating', 'illness', 'whole', 'person']","[('felt', 'n'), ('like', None), ('staff', 'n'), ('hospital', 'n'), ('truly', 'r'), ('understood', 'a'), ('importance', 'n'), ('treating', 'v'), ('illness', 'a'), ('whole', 'a'), ('person', 'n')]",  felt like staff hospital truly understood importance treat illness whole person
Positive,The nurses were always so compassionate and made sure that I was comfortable and well-cared for at all times.,nurses always compassionate made sure comfortable well cared times,"['nurses', 'always', 'compassionate', 'made', 'sure', 'comfortable', 'well', 'cared', 'times']","[('nurses', 'n'), ('always', 'r'), ('compassionate', 'v'), ('made', 'v'), ('sure', 'a'), ('comfortable', 'a'), ('well', 'r'), ('cared', 'v'), ('times', 'n')]",  nurse always compassionate make sure comfortable well care time
Positive,I appreciate the level of respect and dignity the staff at this hospital exhibited towards their patients.,appreciate level respect dignity staff hospital exhibited towards patients,"['appreciate', 'level', 'respect', 'dignity', 'staff', 'hospital', 'exhibited', 'towards', 'patients']","[('appreciate', 'a'), ('level', 'n'), ('respect', 'n'), ('dignity', 'n'), ('staff', 'n'), ('hospital', 'n'), ('exhibited', 'v'), ('towards', 'n'), ('patients', 'n')]",  appreciate level respect dignity staff hospital exhibit towards patient
Positive,The doctors and nurses were always so attentive to my needs and made me feel like they were there for me whenever I needed them.,doctors nurses always attentive needs made feel like whenever needed,"['doctors', 'nurses', 'always', 'attentive', 'needs', 'made', 'feel', 'like', 'whenever', 'needed']","[('doctors', 'n'), ('nurses', 'n'), ('always', 'r'), ('attentive', 'v'), ('needs', 'n'), ('made', 'v'), ('feel', 'v'), ('like', None), ('whenever', 'n'), ('needed', 'v')]",  doctor nurse always attentive need make feel like whenever need
Positive,I was impressed with the level of expertise and knowledge the staff at this hospital had in treating my condition.,impressed level expertise knowledge staff hospital treating condition,"['impressed', 'level', 'expertise', 'knowledge', 'staff', 'hospital', 'treating', 'condition']","[('impressed', 'a'), ('level', 'n'), ('expertise', 'n'), ('knowledge', 'n'), ('staff', 'n'), ('hospital', 'n'), ('treating', 'v'), ('condition', 'n')]",  impressed level expertise knowledge staff hospital treat condition
Positive,The pharmacy team was able to provide me with information about how to properly dispose of any unused medication.,pharmacy team able provide information properly dispose unused medication,"['pharmacy', 'team', 'able', 'provide', 'information', 'properly', 'dispose', 'unused', 'medication']","[('pharmacy', 'n'), ('team', 'n'), ('able', 'a'), ('provide', 'n'), ('information', 'n'), ('properly', 'r'), ('dispose', 'r'), ('unused', 'a'), ('medication', 'n')]",  pharmacy team able provide information properly dispose unused medication
Positive,"The nurses were always so patient and understanding, even when I was feeling frustrated or scared.",nurses always patient understanding even feeling frustrated scared,"['nurses', 'always', 'patient', 'understanding', 'even', 'feeling', 'frustrated', 'scared']","[('nurses', 'n'), ('always', 'r'), ('patient', 'v'), ('understanding', 'v'), ('even', 'r'), ('feeling', 'v'), ('frustrated', 'v'), ('scared', 'v')]",  nurse always patient understand even feel frustrate scar
